geo_type,geography,age,category,year,value
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Math,2019,93.88
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Social Emotional,2019,94.56
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Literacy,2019,90.32
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Math,2019,87.1
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Social Emotional,2019,87.1
Supervisory Union/School District,SPRINGFIELD SD,3,Literacy,2019,83.72
Supervisory Union/School District,SPRINGFIELD SD,3,Math,2019,90.7
Supervisory Union/School District,SPRINGFIELD SD,3,Social Emotional,2019,83.72
Supervisory Union/School District,SPRINGFIELD SD,4,Literacy,2019,86.36
Supervisory Union/School District,SPRINGFIELD SD,4,Math,2019,77.27
Supervisory Union/School District,SPRINGFIELD SD,4,Social Emotional,2019,77.27
Supervisory Union/School District,ST JOHNSBURY SD,3,Literacy,2019,91.67
Supervisory Union/School District,ST JOHNSBURY SD,3,Math,2019,97.22
Supervisory Union/School District,ST JOHNSBURY SD,3,Social Emotional,2019,88.89
Supervisory Union/School District,ST JOHNSBURY SD,4,Literacy,2019,80.36
Supervisory Union/School District,ST JOHNSBURY SD,4,Math,2019,83.93
Supervisory Union/School District,ST JOHNSBURY SD,4,Social Emotional,2019,71.43
Supervisory Union/School District,TWO RIVERS SU,3,Literacy,2019,90
Supervisory Union/School District,TWO RIVERS SU,3,Math,2019,100
Supervisory Union/School District,TWO RIVERS SU,3,Social Emotional,2019,100
Supervisory Union/School District,TWO RIVERS SU,4,Literacy,2019,97.22
Supervisory Union/School District,TWO RIVERS SU,4,Math,2019,94.44
Supervisory Union/School District,TWO RIVERS SU,4,Social Emotional,2019,94.44
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Literacy,2019,94.34
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Math,2019,96.23
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Social Emotional,2019,96.23
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Literacy,2019,85.94
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Math,2019,87.5
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Social Emotional,2019,84.38
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Literacy,2019,86.67
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Math,2019,93.33
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Social Emotional,2019,90
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Literacy,2019,96.1
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Math,2019,93.51
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Social Emotional,2019,97.4
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Literacy,2019,96.55
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Math,2019,96.55
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Social Emotional,2019,96.55
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Literacy,2019,92.11
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Math,2019,89.47
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Social Emotional,2019,94.74
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Literacy,2019,85
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Math,2019,87.5
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Social Emotional,2019,80
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Literacy,2019,96.61
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Math,2019,94.92
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Social Emotional,2019,83.05
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Literacy,2019,93.26
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Math,2019,96.63
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Social Emotional,2019,94.38
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Literacy,2019,91.43
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Math,2019,85.71
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Social Emotional,2019,86.67
Supervisory Union/School District,WINDHAM SOUTHWEST SU,3,Literacy,2019,90
Supervisory Union/School District,WINDHAM SOUTHWEST SU,3,Math,2019,100
Supervisory Union/School District,WINDHAM SOUTHWEST SU,3,Social Emotional,2019,90
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Literacy,2019,83.33
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Math,2019,66.67
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Social Emotional,2019,53.33
Supervisory Union/School District,WINOOSKI SD,3,Literacy,2019,88.1
Supervisory Union/School District,WINOOSKI SD,3,Math,2019,90.48
Supervisory Union/School District,WINOOSKI SD,3,Social Emotional,2019,88.1
Supervisory Union/School District,WINOOSKI SD,4,Literacy,2019,83.02
Supervisory Union/School District,WINOOSKI SD,4,Math,2019,69.81
Supervisory Union/School District,WINOOSKI SD,4,Social Emotional,2019,75.47
State,Vermont,3,Literacy,2020,0.82
State,Vermont,3,Math,2020,0.86
State,Vermont,3,Social Emotional,2020,0.87
State,Vermont,4,Literacy,2020,0.9
State,Vermont,4,Math,2020,0.84
State,Vermont,4,Social Emotional,2020,0.87
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,,2020,84.62
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Literacy,2020,61.54
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Math,2020,76.92
Supervisory Union/School District,BURLINGTON SD,3,,2020,60.87
Supervisory Union/School District,BURLINGTON SD,3,Literacy,2020,69.57
Supervisory Union/School District,BURLINGTON SD,3,Math,2020,73.91
Supervisory Union/School District,BURLINGTON SD,4,Social Emotional,2020,69.57
Supervisory Union/School District,CENTRAL VERMONT SU,3,,2020,84.21
Supervisory Union/School District,CENTRAL VERMONT SU,3,Literacy,2020,68.42
Supervisory Union/School District,CENTRAL VERMONT SU,3,Math,2020,78.95
Supervisory Union/School District,CENTRAL VERMONT SU,4,Social Emotional,2020,68.75
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,,2020,87.5
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Literacy,2020,96.88
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Math,2020,96.88
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Social Emotional,2020,92.31
Supervisory Union/School District,COLCHESTER SD,4,Social Emotional,2020,92.86
Supervisory Union/School District,ESSEX WESTFORD SD,3,,2020,85
Supervisory Union/School District,ESSEX WESTFORD SD,3,Literacy,2020,100
Supervisory Union/School District,ESSEX WESTFORD SD,3,Math,2020,90
Supervisory Union/School District,ESSEX WESTFORD SD,4,Social Emotional,2020,90.24
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,,2020,100
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Literacy,2020,100
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Math,2020,100
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Social Emotional,2020,95.24
Supervisory Union/School District,LAMOILLE NORTH SU,3,,2020,92.86
Supervisory Union/School District,LAMOILLE NORTH SU,3,Literacy,2020,92.86
Supervisory Union/School District,LAMOILLE NORTH SU,3,Math,2020,92.86
Supervisory Union/School District,LAMOILLE SOUTH SU,3,,2020,94.12
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Literacy,2020,88.24
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Math,2020,94.12
Supervisory Union/School District,MAPLE RUN SD,3,,2020,29.17
Supervisory Union/School District,MAPLE RUN SD,3,Literacy,2020,16.67
Supervisory Union/School District,MAPLE RUN SD,3,Math,2020,25
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,,2020,100
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Literacy,2020,92.31
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Math,2020,100
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Social Emotional,2020,91.67
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,,2020,96.88
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Literacy,2020,100
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Math,2020,100
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Social Emotional,2020,96.97
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Social Emotional,2020,82.35
Supervisory Union/School District,RUTLAND CITY SD,3,,2020,88.89
Supervisory Union/School District,RUTLAND CITY SD,3,Literacy,2020,61.11
Supervisory Union/School District,RUTLAND CITY SD,3,Math,2020,72.22
Supervisory Union/School District,RUTLAND CITY SD,4,Social Emotional,2020,70.73
Supervisory Union/School District,SOUTH BURLINGTON SD,3,,2020,92.31
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Literacy,2020,96.15
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Math,2020,100
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Social Emotional,2020,94.44
Supervisory Union/School District,ST JOHNSBURY SD,4,Social Emotional,2020,100
State,Vermont,3,Literacy,2021,0.88
State,Vermont,3,Math,2021,0.92
State,Vermont,3,Social Emotional,2021,0.93
State,Vermont,4,Literacy,2021,0.91
State,Vermont,4,Math,2021,0.86
State,Vermont,4,Social Emotional,2021,0.89
Supervisory Union/School District,ADDISON CENTRAL SD,3,Literacy,2021,83.05
Supervisory Union/School District,ADDISON CENTRAL SD,3,Math,2021,86.44
Supervisory Union/School District,ADDISON CENTRAL SD,3,Social Emotional,2021,91.53
Supervisory Union/School District,ADDISON CENTRAL SD,4,Literacy,2021,80
Supervisory Union/School District,ADDISON CENTRAL SD,4,Math,2021,78.75
Supervisory Union/School District,ADDISON CENTRAL SD,4,Social Emotional,2021,85
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Literacy,2021,72.41
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Math,2021,82.76
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Social Emotional,2021,82.76
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Literacy,2021,76.47
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Math,2021,82.35
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Social Emotional,2021,76.47
Supervisory Union/School District,BARRE SD,3,Literacy,2021,71.11
Supervisory Union/School District,BARRE SD,3,Math,2021,73.33
Supervisory Union/School District,BARRE SD,3,Social Emotional,2021,82.22
Supervisory Union/School District,BARRE SD,4,Literacy,2021,88.75
Supervisory Union/School District,BARRE SD,4,Math,2021,67.5
Supervisory Union/School District,BARRE SD,4,Social Emotional,2021,85
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Literacy,2021,86.84
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Math,2021,97.37
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Social Emotional,2021,94.74
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Literacy,2021,94.94
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Math,2021,93.67
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Social Emotional,2021,93.67
Supervisory Union/School District,BURLINGTON SD,3,Literacy,2021,90
Supervisory Union/School District,BURLINGTON SD,3,Math,2021,92.67
Supervisory Union/School District,BURLINGTON SD,3,Social Emotional,2021,91.33
Supervisory Union/School District,BURLINGTON SD,4,Literacy,2021,91.44
Supervisory Union/School District,BURLINGTON SD,4,Math,2021,88.77
Supervisory Union/School District,BURLINGTON SD,4,Social Emotional,2021,86.63
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Literacy,2021,87.04
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Math,2021,94.44
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Social Emotional,2021,94.44
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Literacy,2021,92.73
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Math,2021,90.91
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Social Emotional,2021,81.82
Supervisory Union/School District,CENTRAL VERMONT SU,3,Literacy,2021,90.48
Supervisory Union/School District,CENTRAL VERMONT SU,3,Math,2021,92.86
Supervisory Union/School District,CENTRAL VERMONT SU,3,Social Emotional,2021,95.24
Supervisory Union/School District,CENTRAL VERMONT SU,4,Literacy,2021,93.44
Supervisory Union/School District,CENTRAL VERMONT SU,4,Math,2021,90.16
Supervisory Union/School District,CENTRAL VERMONT SU,4,Social Emotional,2021,95.08
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Literacy,2021,95.27
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Math,2021,95.95
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Social Emotional,2021,97.97
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Literacy,2021,97.42
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Math,2021,95.36
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Social Emotional,2021,93.3
Supervisory Union/School District,COLCHESTER SD,3,Literacy,2021,93.85
Supervisory Union/School District,COLCHESTER SD,3,Math,2021,93.85
Supervisory Union/School District,COLCHESTER SD,3,Social Emotional,2021,100
Supervisory Union/School District,COLCHESTER SD,4,Literacy,2021,93.06
Supervisory Union/School District,COLCHESTER SD,4,Math,2021,93.06
Supervisory Union/School District,COLCHESTER SD,4,Social Emotional,2021,90.28
Supervisory Union/School District,ESSEX WESTFORD SD,3,Literacy,2021,90.09
Supervisory Union/School District,ESSEX WESTFORD SD,3,Math,2021,90.99
Supervisory Union/School District,ESSEX WESTFORD SD,3,Social Emotional,2021,91.89
Supervisory Union/School District,ESSEX WESTFORD SD,4,Literacy,2021,92.97
Supervisory Union/School District,ESSEX WESTFORD SD,4,Math,2021,86.72
Supervisory Union/School District,ESSEX WESTFORD SD,4,Social Emotional,2021,88.28
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Literacy,2021,80
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Math,2021,76
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Social Emotional,2021,92
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Literacy,2021,96.08
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Math,2021,92.16
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Social Emotional,2021,92.16
Supervisory Union/School District,FRANKLIN WEST SU,3,Literacy,2021,91.11
Supervisory Union/School District,FRANKLIN WEST SU,3,Math,2021,95.56
Supervisory Union/School District,FRANKLIN WEST SU,3,Social Emotional,2021,88.89
Supervisory Union/School District,FRANKLIN WEST SU,4,Literacy,2021,96.3
Supervisory Union/School District,FRANKLIN WEST SU,4,Math,2021,87.65
Supervisory Union/School District,FRANKLIN WEST SU,4,Social Emotional,2021,90.12
Supervisory Union/School District,GRAND ISLE SU,3,Literacy,2021,87.5
Supervisory Union/School District,GRAND ISLE SU,3,Math,2021,87.5
Supervisory Union/School District,GRAND ISLE SU,3,Social Emotional,2021,87.5
Supervisory Union/School District,GRAND ISLE SU,4,Literacy,2021,91.43
Supervisory Union/School District,GRAND ISLE SU,4,Math,2021,82.86
Supervisory Union/School District,GRAND ISLE SU,4,Social Emotional,2021,82.86
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Literacy,2021,90.24
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Math,2021,95.12
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Social Emotional,2021,92.68
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Literacy,2021,92.11
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Math,2021,88.16
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Social Emotional,2021,89.47
Supervisory Union/School District,HARTFORD SD,3,Literacy,2021,97.5
Supervisory Union/School District,HARTFORD SD,3,Math,2021,100
Supervisory Union/School District,HARTFORD SD,3,Social Emotional,2021,95
Supervisory Union/School District,HARTFORD SD,4,Literacy,2021,95
Supervisory Union/School District,HARTFORD SD,4,Math,2021,88.33
Supervisory Union/School District,HARTFORD SD,4,Social Emotional,2021,88.33
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Literacy,2021,98.78
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Math,2021,100
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Social Emotional,2021,100
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Literacy,2021,93.33
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Math,2021,86.67
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Social Emotional,2021,92.38
Supervisory Union/School District,KINGDOM EAST SD,4,Literacy,2021,93.94
Supervisory Union/School District,KINGDOM EAST SD,4,Math,2021,78.79
Supervisory Union/School District,KINGDOM EAST SD,4,Social Emotional,2021,87.88
Supervisory Union/School District,LAMOILLE NORTH SU,3,Literacy,2021,97.5
Supervisory Union/School District,LAMOILLE NORTH SU,3,Math,2021,100
Supervisory Union/School District,LAMOILLE NORTH SU,3,Social Emotional,2021,95
Supervisory Union/School District,LAMOILLE NORTH SU,4,Literacy,2021,90.28
Supervisory Union/School District,LAMOILLE NORTH SU,4,Math,2021,88.89
Supervisory Union/School District,LAMOILLE NORTH SU,4,Social Emotional,2021,88.89
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Literacy,2021,90.16
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Math,2021,91.8
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Social Emotional,2021,93.44
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Literacy,2021,92.11
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Math,2021,90.79
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Social Emotional,2021,93.42
Supervisory Union/School District,MAPLE RUN SD,3,Literacy,2021,78.43
Supervisory Union/School District,MAPLE RUN SD,3,Math,2021,78.43
Supervisory Union/School District,MAPLE RUN SD,3,Social Emotional,2021,84.31
Supervisory Union/School District,MAPLE RUN SD,4,Literacy,2021,82.95
Supervisory Union/School District,MAPLE RUN SD,4,Math,2021,79.55
Supervisory Union/School District,MAPLE RUN SD,4,Social Emotional,2021,84.09
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Literacy,2021,78.57
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Math,2021,78.57
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Social Emotional,2021,78.57
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Literacy,2021,96.97
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Math,2021,87.88
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Social Emotional,2021,93.94
Supervisory Union/School District,MILTON SD,3,Literacy,2021,86.05
Supervisory Union/School District,MILTON SD,3,Math,2021,95.35
Supervisory Union/School District,MILTON SD,3,Social Emotional,2021,90.7
Supervisory Union/School District,MILTON SD,4,Literacy,2021,95.35
Supervisory Union/School District,MILTON SD,4,Math,2021,90.7
Supervisory Union/School District,MILTON SD,4,Social Emotional,2021,88.37
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Literacy,2021,95.24
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Math,2021,97.62
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Social Emotional,2021,95.24
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Literacy,2021,93.75
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Math,2021,89.06
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Social Emotional,2021,89.06
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Literacy,2021,87.5
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Math,2021,87.5
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Social Emotional,2021,91.67
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Literacy,2021,100
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Math,2021,96.77
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Social Emotional,2021,93.55
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Literacy,2021,86.21
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Math,2021,93.1
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Social Emotional,2021,96.55
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Literacy,2021,95.45
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Math,2021,90.91
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Social Emotional,2021,100
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Literacy,2021,94.44
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Math,2021,96.3
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Social Emotional,2021,92.59
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Literacy,2021,93.94
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Math,2021,89.39
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Social Emotional,2021,90.91
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Literacy,2021,89.11
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Math,2021,94.06
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Social Emotional,2021,94.06
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Literacy,2021,94.24
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Math,2021,89.93
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Social Emotional,2021,94.96
Supervisory Union/School District,NORTH COUNTRY SU,3,Literacy,2021,85.54
Supervisory Union/School District,NORTH COUNTRY SU,3,Math,2021,93.98
Supervisory Union/School District,NORTH COUNTRY SU,3,Social Emotional,2021,93.98
Supervisory Union/School District,NORTH COUNTRY SU,4,Literacy,2021,87.25
Supervisory Union/School District,NORTH COUNTRY SU,4,Math,2021,78.43
Supervisory Union/School District,NORTH COUNTRY SU,4,Social Emotional,2021,87.25
Supervisory Union/School District,ORANGE EAST SU,3,Literacy,2021,90
Supervisory Union/School District,ORANGE EAST SU,3,Math,2021,90
Supervisory Union/School District,ORANGE EAST SU,3,Social Emotional,2021,85
Supervisory Union/School District,ORANGE EAST SU,4,Literacy,2021,94.87
Supervisory Union/School District,ORANGE EAST SU,4,Math,2021,92.31
Supervisory Union/School District,ORANGE EAST SU,4,Social Emotional,2021,94.87
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Literacy,2021,86.67
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Math,2021,80
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Social Emotional,2021,73.33
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Literacy,2021,88.46
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Math,2021,88.46
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Social Emotional,2021,80.77
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Literacy,2021,80
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Math,2021,84
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Social Emotional,2021,92
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Literacy,2021,81.82
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Math,2021,72.73
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Social Emotional,2021,68.18
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Literacy,2021,92.31
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Math,2021,96.15
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Social Emotional,2021,100
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Literacy,2021,87.5
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Math,2021,65.63
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Social Emotional,2021,75
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Literacy,2021,76.92
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Math,2021,76.92
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Social Emotional,2021,84.62
Supervisory Union/School District,RUTLAND CITY SD,3,Literacy,2021,74.36
Supervisory Union/School District,RUTLAND CITY SD,3,Math,2021,79.49
Supervisory Union/School District,RUTLAND CITY SD,3,Social Emotional,2021,71.79
Supervisory Union/School District,RUTLAND CITY SD,4,Literacy,2021,67.24
Supervisory Union/School District,RUTLAND CITY SD,4,Math,2021,58.62
Supervisory Union/School District,RUTLAND CITY SD,4,Social Emotional,2021,70.69
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Literacy,2021,96.43
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Math,2021,96.43
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Social Emotional,2021,100
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Literacy,2021,78.13
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Math,2021,65.63
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Social Emotional,2021,87.5
Supervisory Union/School District,SAU 70,4,Literacy,2021,82.86
Supervisory Union/School District,SAU 70,4,Math,2021,77.14
Supervisory Union/School District,SAU 70,4,Social Emotional,2021,94.29
Supervisory Union/School District,SLATE VALLEY UUSD,3,Literacy,2021,89.74
Supervisory Union/School District,SLATE VALLEY UUSD,3,Math,2021,94.87
Supervisory Union/School District,SLATE VALLEY UUSD,3,Social Emotional,2021,89.74
Supervisory Union/School District,SLATE VALLEY UUSD,4,Literacy,2021,95.35
Supervisory Union/School District,SLATE VALLEY UUSD,4,Math,2021,83.72
Supervisory Union/School District,SLATE VALLEY UUSD,4,Social Emotional,2021,88.37
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Literacy,2021,94.69
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Math,2021,93.81
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Social Emotional,2021,94.69
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Literacy,2021,94.64
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Math,2021,92.86
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Social Emotional,2021,89.29
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Literacy,2021,85.29
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Math,2021,88.24
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Social Emotional,2021,89.22
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Literacy,2021,83.59
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Math,2021,75
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Social Emotional,2021,78.13
Supervisory Union/School District,SPRINGFIELD SD,3,Literacy,2021,81.4
Supervisory Union/School District,SPRINGFIELD SD,3,Math,2021,90.7
Supervisory Union/School District,SPRINGFIELD SD,3,Social Emotional,2021,95.35
Supervisory Union/School District,SPRINGFIELD SD,4,Literacy,2021,94.74
Supervisory Union/School District,SPRINGFIELD SD,4,Math,2021,94.74
Supervisory Union/School District,SPRINGFIELD SD,4,Social Emotional,2021,100
